% FORMAT:
% (X, Y)
% Line number equals to the node number
%
0	0
1	0
0.980785251 0.195090324
0.923879504	0.382683426
0.831469595	0.555570245
0.707106769	0.707106769
0.555570245	0.831469595
0.382683426	0.923879504
0.195090324	0.980785251
0	1
0.200000003	0
0.400000006	0
0.600000024	0
0.800000012	0
0	0.800000012
0	0.600000024
0	0.400000006
0	0.200000003
0.711951613	0.340992332
0.573966861	0.155850589
0.63426882	0.49389571
0.554756165	0.634000003
0.242815971	0.384912759
0.356552571	0.764298141
0.494213998	0.746992707
0.767480075	0.172435924
0.385428071	0.151919976
0.449429452	0.454574883
0.528982639	0.310882866
0.389039636	0.275231361
0.200765163	0.18173258
0.184795812	0.781997621
0.201594546	0.588079691
0.38748154	0.604563534
         
